,game,score,mean_reward,eps,time
0,0,0,-70,0.9981000000000002,19
1,1,0,-110,0.9972000000000003,9
2,2,0,-80,0.9966000000000004,6
3,3,0,-80,0.9892000000000012,74
4,4,0,-30,0.9845000000000017,47
5,5,0,-140,0.9831000000000019,14
6,6,0,-80,0.981700000000002,14
7,7,0,-60,0.981500000000002,2
8,8,0,-220,0.9737000000000029,78
9,9,0,-70,0.973200000000003,5
10,10,0,-150,0.9689000000000034,43
11,11,0,-120,0.9659000000000038,30
12,12,0,-80,0.963900000000004,20
13,13,1,120,0.9590000000000045,49
14,14,1,200,0.9499000000000055,91
15,15,0,-110,0.9492000000000056,7
16,16,0,-50,0.9489000000000056,3
17,17,0,-150,0.9374000000000069,115
18,18,1,30,0.9324000000000074,50
19,19,0,-120,0.9256000000000082,68
20,20,1,80,0.9169000000000092,87
21,21,0,-70,0.9164000000000092,5
22,22,0,-50,0.9163000000000092,1
23,23,0,-60,0.9159000000000093,4
24,24,0,-140,0.9125000000000096,34
25,25,0,-90,0.891000000000012,215
26,26,0,-10,0.8871000000000124,39
27,27,0,-80,0.8865000000000125,6
28,28,0,-70,0.8860000000000126,5
29,29,0,30,0.8803000000000132,57
30,30,0,-90,0.8770000000000135,33
31,31,1,60,0.8737000000000139,33
32,32,0,-90,0.8692000000000144,45
33,33,0,-70,0.8671000000000146,21
34,34,0,-160,0.8649000000000149,22
35,35,0,-60,0.863500000000015,14
36,36,0,-140,0.8575000000000157,60
37,37,0,40,0.8513000000000164,62
38,38,0,-100,0.8493000000000166,20
39,39,0,-150,0.8482000000000167,11
40,40,0,-170,0.845500000000017,27
41,41,0,-10,0.8414000000000175,41
42,42,0,-20,0.8376000000000179,38
43,43,0,-50,0.8327000000000184,49
44,44,0,-110,0.8290000000000188,37
45,45,0,-20,0.8260000000000192,30
46,46,0,-120,0.8242000000000194,18
47,47,0,-40,0.8158000000000203,84
48,48,2,320,0.809400000000021,64
49,49,0,-80,0.8066000000000213,28
50,50,0,-120,0.8018000000000218,48
51,51,0,-50,0.7963000000000224,55
52,52,0,-110,0.7922000000000229,41
53,53,1,60,0.7903000000000231,19
54,54,1,160,0.7864000000000235,39
55,55,0,-150,0.7779000000000245,85
56,56,0,-110,0.7698000000000254,81
57,57,0,-140,0.7678000000000256,20
58,58,0,-110,0.7669000000000257,9
59,59,0,-170,0.7560000000000269,109
60,60,0,-90,0.7535000000000271,25
61,61,1,90,0.7501000000000275,34
62,62,0,-60,0.7499000000000275,2
63,63,0,-60,0.7485000000000277,14
64,64,0,-120,0.7467000000000279,18
65,65,0,-50,0.7430000000000283,37
66,66,2,270,0.7317000000000295,113
67,67,2,330,0.7224000000000306,93
68,68,0,80,0.718600000000031,38
69,69,0,-110,0.7127000000000316,59
70,70,0,-70,0.7064000000000323,63
71,71,0,-60,0.7062000000000324,2
72,72,2,320,0.6944000000000337,118
73,73,0,-60,0.6942000000000337,2
74,74,0,-50,0.6923000000000339,19
75,75,0,-50,0.6866000000000345,57
76,76,0,-90,0.6839000000000348,27
77,77,0,-50,0.6834000000000349,5
78,78,0,-90,0.6829000000000349,5
79,79,2,470,0.6742000000000359,87
80,80,4,1040,0.6470000000000389,272
81,81,0,-150,0.6453000000000391,17
82,82,0,30,0.6438000000000392,15
83,83,0,180,0.6402000000000396,36
84,84,0,-130,0.6393000000000397,9
85,85,0,-50,0.6376000000000399,17
86,86,0,0,0.6356000000000401,20
87,87,1,200,0.6297000000000408,59
88,88,1,200,0.6222000000000416,75
89,89,0,-40,0.6218000000000417,4
90,90,0,70,0.6179000000000421,39
91,91,4,550,0.6114000000000428,65
92,92,0,-170,0.6065000000000433,49
93,93,1,180,0.6018000000000439,47
94,94,1,70,0.5994000000000441,24
95,95,0,70,0.5947000000000446,47
96,96,0,-60,0.5933000000000448,14
97,97,0,-20,0.5925000000000449,8
98,98,0,-40,0.5921000000000449,4
99,99,4,800,0.5775000000000465,146
100,100,4,530,0.5694000000000474,81
101,101,0,-80,0.5672000000000477,22
102,102,1,140,0.564500000000048,27
103,103,0,-60,0.563900000000048,6
104,104,0,-40,0.5631000000000481,8
105,105,0,-190,0.5582000000000487,49
106,106,0,20,0.555400000000049,28
107,107,0,-50,0.555100000000049,3
108,108,0,30,0.5532000000000492,19
109,109,2,440,0.5468000000000499,64
110,110,0,-60,0.5466000000000499,2
111,111,3,380,0.5401000000000507,65
112,112,3,580,0.5314000000000516,87
113,113,0,-60,0.5292000000000519,22
114,114,4,650,0.5231000000000525,61
115,115,4,810,0.5086000000000541,145
116,116,0,-60,0.5084000000000541,2
117,117,4,630,0.4999000000000551,85
118,118,6,1160,0.4817000000000571,182
119,119,0,-90,0.47580000000005773,59
120,120,4,780,0.4686000000000585,72
121,121,2,510,0.46210000000005924,65
122,122,0,50,0.45660000000005985,55
123,123,0,-20,0.45480000000006005,18
124,124,0,70,0.4523000000000603,25
125,125,3,440,0.446000000000061,63
126,126,0,-60,0.4432000000000613,28
127,127,0,-70,0.4397000000000617,35
128,128,0,-80,0.4387000000000618,10
129,129,1,170,0.4351000000000622,36
130,130,3,350,0.4309000000000627,42
131,131,1,130,0.4273000000000631,36
132,132,0,-60,0.4271000000000631,2
133,133,4,710,0.41920000000006397,79
134,134,4,550,0.4135000000000646,57
135,135,1,200,0.4108000000000649,27
136,136,3,550,0.4052000000000655,56
137,137,0,-50,0.4043000000000656,9
138,138,0,160,0.40110000000006596,32
139,139,1,60,0.39500000000006663,61
140,140,4,790,0.3843000000000678,107
141,141,5,830,0.37470000000006887,96
142,142,0,-160,0.37290000000006907,18
143,143,0,-10,0.3716000000000692,13
144,144,1,80,0.37030000000006935,13
145,145,5,1230,0.35110000000007147,192
146,146,6,1050,0.3388000000000728,123
147,147,0,-10,0.33770000000007294,11
148,148,4,730,0.3288000000000739,89
149,149,7,1610,0.3110000000000759,178
150,150,10,1900,0.29320000000007784,178
151,151,0,-70,0.2925000000000779,7
152,152,7,1650,0.27790000000007953,146
153,153,1,130,0.2745000000000799,34
154,154,0,-80,0.27410000000007995,4
155,155,0,-90,0.27240000000008013,17
156,156,4,1090,0.2607000000000814,117
157,157,3,450,0.2573000000000818,34
158,158,7,1600,0.2418000000000835,155
159,159,1,160,0.23930000000008378,25
160,160,7,1450,0.22610000000008523,132
161,161,6,1130,0.21600000000008635,101
162,162,0,-20,0.21520000000008643,8
163,163,5,1030,0.20500000000008756,102
164,164,2,430,0.19890000000008823,61
165,165,4,710,0.19320000000008886,57
166,166,3,610,0.18680000000008956,64
167,167,9,1800,0.17150000000009125,153
168,168,13,2950,0.1457000000000941,258
169,169,6,1300,0.13530000000009523,104
170,170,0,-90,0.1338000000000954,15
171,171,0,-60,0.13360000000009542,2
172,172,0,-60,0.13340000000009544,2
173,173,0,-70,0.13270000000009552,7
174,174,0,90,0.13060000000009575,21
175,175,4,770,0.12190000000009628,87
176,176,6,1090,0.11340000000009604,85
177,177,8,1540,0.10200000000009571,114
178,178,8,1640,0.08880000000009533,132
179,179,7,1380,0.07830000000009503,105
180,180,9,1740,0.06360000000009461,147
181,181,0,90,0.0597000000000945,39
182,182,11,2710,0.03850000000009389,212
183,183,8,1530,0.02700000000009371,115
184,184,10,2250,0.01050000000009381,165
185,185,13,2290,0.0,146
186,186,9,1730,0.0,124
187,187,6,1060,0.0,72
188,188,9,1940,0.0,141
189,189,6,1290,0.0,115
190,190,4,680,0.0,46
191,191,7,1420,0.0,101
192,192,5,870,0.0,62
193,193,19,4090,0.0,306
194,194,23,5030,0.0,374
195,195,13,2990,0.0,224
196,196,19,3860,0.0,275
197,197,0,30,0.0,15
198,198,1,450,0.0,60
199,199,14,3240,0.0,240
200,200,14,2800,0.0,204
201,201,13,2830,0.0,216
202,202,6,1270,0.0,93
203,203,8,1770,0.0,131
204,204,15,2700,0.0,173
205,205,12,2180,0.0,156
206,206,13,2820,0.0,215
207,207,22,4370,0.0,315
208,208,17,3860,0.0,275
209,209,21,4420,0.0,321
210,210,0,-70,0.0,3
211,211,23,4620,0.0,353
212,212,12,2210,0.0,161
213,213,18,3740,0.0,272
214,214,7,1500,0.0,121
215,215,12,2920,0.0,224
216,216,9,1690,0.0,116
217,217,22,4510,0.0,329
218,218,13,2490,0.0,170
219,219,18,4210,0.0,317
220,220,16,3260,0.0,234
221,221,12,2730,0.0,203
222,222,9,1650,0.0,114
223,223,30,6660,0.0,510
224,224,0,-180,0.0,14
225,225,19,3450,0.0,274
226,226,9,2330,0.0,180
227,227,24,4910,0.0,349
228,228,30,6480,0.0,522
229,229,23,5110,0.0,412
230,230,23,4730,0.0,364
231,231,21,3860,0.0,271
232,232,26,4940,0.0,440
233,233,18,4010,0.0,329
234,234,19,3730,0.0,258
235,235,17,3220,0.0,235
236,236,0,-140,0.0,10
237,237,43,8870,0.0,638
238,238,31,6360,0.0,501
239,239,15,2930,0.0,212
240,240,0,-90,0.0,11
241,241,0,-140,0.0,10
242,242,0,-100,0.0,6
243,243,18,3470,0.0,281
244,244,15,2710,0.0,186
245,245,24,4750,0.0,343
246,246,17,3530,0.0,268
247,247,17,3610,0.0,268
248,248,29,6450,0.0,538
249,249,12,2270,0.0,217
250,250,35,7240,0.0,509
251,251,18,3710,0.0,267
252,252,39,8370,0.0,624
253,253,43,8750,0.0,684
254,254,9,1990,0.0,152
255,255,30,5990,0.0,443
256,256,28,5620,0.0,456
257,257,14,3230,0.0,245
258,258,17,3590,0.0,256
259,259,17,3660,0.0,295
260,260,22,4650,0.0,365
261,261,28,5650,0.0,435
262,262,33,6650,0.0,502
263,263,43,9490,0.0,748
264,264,11,2170,0.0,154
265,265,15,3020,0.0,223
266,266,19,3390,0.0,258
267,267,21,4780,0.0,363
268,268,13,2410,0.0,170
269,269,29,6110,0.0,530
270,270,18,4070,0.0,299
271,271,34,7020,0.0,566
272,272,35,7730,0.0,628
273,273,43,9800,0.0,835
274,274,14,3070,0.0,227
275,275,36,7960,0.0,656
276,276,11,1940,0.0,133
277,277,30,6560,0.0,488
278,278,31,6590,0.0,488
279,279,21,4290,0.0,316
280,280,12,2570,0.0,185
281,281,23,4490,0.0,346
282,282,0,40,0.0,12
283,283,0,90,0.0,17
284,284,16,3760,0.0,278
285,285,19,3710,0.0,276
286,286,29,6100,0.0,455
287,287,18,3430,0.0,245
288,288,27,5320,0.0,409
289,289,25,4870,0.0,328
290,290,17,3670,0.0,270
291,291,43,9970,0.0,810
292,292,26,5740,0.0,472
293,293,12,2710,0.0,201
294,294,22,4650,0.0,339
295,295,25,4890,0.0,392
296,296,17,3720,0.0,293
297,297,30,5910,0.0,409
298,298,20,4550,0.0,383
299,299,0,-40,0.0,4
300,300,13,2780,0.0,225
301,301,15,2870,0.0,200
302,302,24,4520,0.0,330
303,303,24,4560,0.0,352
304,304,40,8410,0.0,653
305,305,17,3480,0.0,279
306,306,21,4650,0.0,400
307,307,23,4490,0.0,338
308,308,30,6040,0.0,608
309,309,23,4430,0.0,342
310,310,26,4800,0.0,332
311,311,42,8540,0.0,730
312,312,37,8170,0.0,654
313,313,24,4970,0.0,369
314,314,21,4330,0.0,322
315,315,26,5360,0.0,458
316,316,57,12000,0.0,953
317,317,33,6710,0.0,518
318,318,19,3880,0.0,295
319,319,0,-70,0.0,3
320,320,42,9130,0.0,793
321,321,28,6020,0.0,454
322,322,0,-60,0.0,18
323,323,33,6110,0.0,450
324,324,15,3540,0.0,269
325,325,23,4770,0.0,348
326,326,11,2690,0.0,230
327,327,30,6710,0.0,533
328,328,0,10,0.0,9
329,329,26,4620,0.0,394
330,330,37,8630,0.0,736
331,331,17,3240,0.0,233
332,332,31,6520,0.0,535
333,333,30,6800,0.0,590
334,334,0,30,0.0,11
335,335,26,5150,0.0,381
336,336,18,4280,0.0,322
337,337,32,6890,0.0,565
338,338,0,-120,0.0,16
339,339,12,2220,0.0,170
340,340,0,-50,0.0,1
341,341,38,8430,0.0,715
342,342,42,8280,0.0,616
343,343,24,4640,0.0,334
344,344,27,5870,0.0,474
345,345,26,5690,0.0,449
346,346,0,-80,0.0,16
347,347,16,3290,0.0,231
348,348,35,6990,0.0,520
349,349,26,5350,0.0,449
350,350,54,11530,0.0,957
351,351,20,4510,0.0,345
352,352,22,4540,0.0,348
353,353,39,8450,0.0,798
354,354,15,3120,0.0,241
355,355,28,6390,0.0,501
356,356,38,8240,0.0,694
357,357,19,4660,0.0,369
358,358,19,4010,0.0,312
359,359,41,8560,0.0,633
360,360,39,8310,0.0,792
361,361,15,3140,0.0,229
362,362,26,5300,0.0,410
363,363,21,3900,0.0,269
364,364,17,3460,0.0,253
365,365,0,-170,0.0,13
366,366,28,5780,0.0,396
367,367,27,5340,0.0,425
368,368,21,4630,0.0,392
369,369,29,6410,0.0,488
370,370,0,20,0.0,20
371,371,42,9370,0.0,777
372,372,0,-70,0.0,7
373,373,13,2560,0.0,183
374,374,27,5210,0.0,356
375,375,19,3720,0.0,267
376,376,22,4660,0.0,354
377,377,15,3320,0.0,247
378,378,33,7210,0.0,570
379,379,23,4670,0.0,360
380,380,38,8460,0.0,716
381,381,42,9420,0.0,834
382,382,18,3390,0.0,243
383,383,28,6730,0.0,519
384,384,0,-50,0.0,1
385,385,38,7950,0.0,623
386,386,12,2100,0.0,150
387,387,17,3410,0.0,246
388,388,9,1750,0.0,124
389,389,0,-10,0.0,7
390,390,14,3190,0.0,269
391,391,32,6270,0.0,457
392,392,21,4500,0.0,335
393,393,15,3110,0.0,224
394,394,35,6580,0.0,515
395,395,29,6670,0.0,530
396,396,23,4910,0.0,404
397,397,30,5910,0.0,419
398,398,28,6600,0.0,502
399,399,12,2890,0.0,215
400,400,0,-120,0.0,8
401,401,0,-110,0.0,7
402,402,10,2360,0.0,188
403,403,24,5020,0.0,358
404,404,20,4170,0.0,333
405,405,29,6570,0.0,586
406,406,27,5230,0.0,374
407,407,18,3560,0.0,246
408,408,37,7560,0.0,577
409,409,31,6620,0.0,493
410,410,36,7660,0.0,694
411,411,12,2340,0.0,170
412,412,28,5560,0.0,416
413,413,27,5080,0.0,367
414,414,23,4600,0.0,337
415,415,16,2940,0.0,206
416,416,32,6160,0.0,460
417,417,24,5410,0.0,403
418,418,21,4130,0.0,306
419,419,23,4770,0.0,376
420,420,32,6430,0.0,493
421,421,33,7430,0.0,572
422,422,13,2280,0.0,151
423,423,30,6380,0.0,554
424,424,31,6640,0.0,545
425,425,0,-40,0.0,8
426,426,29,6550,0.0,514
427,427,17,3300,0.0,261
428,428,19,3770,0.0,266
429,429,28,5630,0.0,455
430,430,28,6290,0.0,501
431,431,10,1670,0.0,109
432,432,25,5050,0.0,388
433,433,32,6590,0.0,499
434,434,31,6550,0.0,606
435,435,29,6280,0.0,539
436,436,34,7520,0.0,598
437,437,22,4540,0.0,352
438,438,16,3060,0.0,220
439,439,14,3140,0.0,246
440,440,24,5280,0.0,428
441,441,22,4550,0.0,327
442,442,23,4060,0.0,319
443,443,0,-60,0.0,20
444,444,17,3770,0.0,302
445,445,30,6350,0.0,535
446,446,40,8750,0.0,747
447,447,27,5520,0.0,449
448,448,34,6590,0.0,573
449,449,21,4500,0.0,363
450,450,23,4640,0.0,331
451,451,26,5460,0.0,386
452,452,33,7290,0.0,548
453,453,0,-90,0.0,19
454,454,24,4860,0.0,364
455,455,30,6690,0.0,585
456,456,29,6320,0.0,511
457,457,21,4540,0.0,341
458,458,32,6730,0.0,547
459,459,0,-40,0.0,4
460,460,15,3250,0.0,246
461,461,11,2470,0.0,194
462,462,28,5930,0.0,453
463,463,32,6880,0.0,536
464,464,31,6310,0.0,472
465,465,32,6500,0.0,500
466,466,34,6630,0.0,479
467,467,45,9350,0.0,732
468,468,0,-50,0.0,1
469,469,25,5620,0.0,433
470,470,17,3610,0.0,298
471,471,35,8280,0.0,739
472,472,24,5130,0.0,391
473,473,0,20,0.0,14
474,474,21,3930,0.0,302
475,475,42,8930,0.0,687
476,476,43,8820,0.0,713
477,477,16,3780,0.0,288
478,478,22,4950,0.0,391
479,479,28,5560,0.0,452
480,480,21,4320,0.0,329
481,481,0,-70,0.0,3
482,482,25,5680,0.0,425
483,483,19,3660,0.0,263
484,484,19,3710,0.0,280
485,485,38,7570,0.0,595
486,486,38,8480,0.0,678
487,487,19,4210,0.0,302
488,488,35,7320,0.0,603
489,489,0,-50,0.0,1
490,490,0,-160,0.0,18
491,491,26,5860,0.0,488
492,492,25,5690,0.0,476
493,493,29,5900,0.0,467
494,494,22,4160,0.0,290
495,495,23,4680,0.0,349
496,496,0,-90,0.0,5
497,497,0,-120,0.0,8
498,498,23,4570,0.0,350
499,499,39,8380,0.0,801
500,500,14,2990,0.0,219
501,501,21,3480,0.0,225
502,502,33,7480,0.0,597
503,503,0,-150,0.0,11
504,504,32,6290,0.0,473
505,505,33,6630,0.0,488
506,506,33,6550,0.0,486
507,507,27,5480,0.0,441
508,508,28,6050,0.0,489
509,509,27,6050,0.0,480
510,510,41,8730,0.0,778
511,511,31,6470,0.0,452
512,512,28,5340,0.0,406
513,513,26,5540,0.0,414
514,514,27,5440,0.0,395
515,515,33,7020,0.0,569
516,516,24,4560,0.0,336
517,517,41,8560,0.0,703
518,518,32,6500,0.0,484
519,519,28,6510,0.0,515
520,520,21,4010,0.0,280
521,521,10,2070,0.0,147
522,522,31,5960,0.0,523
523,523,26,5850,0.0,425
524,524,25,5380,0.0,401
525,525,0,-70,0.0,5
526,526,47,9630,0.0,810
527,527,11,2050,0.0,140
528,528,21,4280,0.0,307
529,529,16,3510,0.0,259
530,530,19,3750,0.0,264
531,531,0,60,0.0,14
532,532,19,4320,0.0,319
533,533,26,5540,0.0,416
534,534,0,30,0.0,13
535,535,20,4230,0.0,341
536,536,0,-40,0.0,4
537,537,27,4830,0.0,350
538,538,31,6270,0.0,436
539,539,31,7270,0.0,534
540,540,12,2430,0.0,185
541,541,19,4170,0.0,312
542,542,17,3350,0.0,246
543,543,20,3740,0.0,262
544,544,14,2830,0.0,197
545,545,41,8280,0.0,689
546,546,19,4020,0.0,303
547,547,26,5580,0.0,406
548,548,28,6260,0.0,500
549,549,31,6400,0.0,497
550,550,41,9390,0.0,732
551,551,36,7560,0.0,630
552,552,43,8550,0.0,644
553,553,38,8000,0.0,604
554,554,42,9230,0.0,795
555,555,20,4060,0.0,288
556,556,25,5310,0.0,396
557,557,23,4200,0.0,309
558,558,25,5460,0.0,503
559,559,0,-160,0.0,12
560,560,41,8920,0.0,725
561,561,29,5790,0.0,436
562,562,40,8250,0.0,619
563,563,17,3710,0.0,270
564,564,45,9490,0.0,714
565,565,25,4940,0.0,401
566,566,13,2690,0.0,224
567,567,33,6630,0.0,572
568,568,24,4400,0.0,298
569,569,24,4810,0.0,363
570,570,31,6330,0.0,556
571,571,27,5750,0.0,458
572,572,41,8980,0.0,681
573,573,9,1720,0.0,123
574,574,0,40,0.0,18
575,575,39,8360,0.0,687
576,576,0,-100,0.0,10
577,577,26,5500,0.0,402
578,578,44,9010,0.0,801
579,579,26,5650,0.0,421
580,580,12,2500,0.0,200
581,581,29,6200,0.0,501
582,582,37,8270,0.0,670
583,583,0,-90,0.0,5
584,584,29,6260,0.0,457
585,585,31,7140,0.0,569
586,586,23,5110,0.0,408
587,587,36,7390,0.0,529
588,588,0,-50,0.0,1
589,589,20,3840,0.0,274
590,590,22,4250,0.0,295
591,591,27,5210,0.0,374
592,592,21,3990,0.0,288
593,593,0,60,0.0,14
594,594,45,9720,0.0,773
595,595,28,5610,0.0,455
