game,score,mean_reward,eps,time,loss
0,0,-104,0.9933,7,0.0
1,0,-98,0.9865999999999999,7,0.0
2,1,-81,0.9798999999999999,35,0.0
3,0,-101,0.9731999999999998,4,0.0
4,0,-105,0.9664999999999998,10,0.0
5,0,-112,0.9597999999999998,81,0.0
6,0,-97,0.9530999999999997,10,0.0
7,0,-85,0.9463999999999997,48,0.0
8,0,-99,0.9396999999999996,10,0.0
9,0,-100,0.9329999999999996,1,0.0
10,0,-97,0.9262999999999996,18,0.0
11,0,-105,0.9195999999999995,22,0.0
12,0,-98,0.9128999999999995,9,0.0
13,0,-105,0.9061999999999995,10,0.0
14,0,-97,0.8994999999999994,24,0.0
15,0,-100,0.8927999999999994,3,0.0
16,0,-108,0.8860999999999993,11,0.0
17,0,-103,0.8793999999999993,68,0.0
18,0,-101,0.8726999999999993,34,0.0
19,0,-109,0.8659999999999992,12,0.0
20,0,-101,0.8592999999999992,4,0.0
21,0,-102,0.8525999999999991,13,0.0
22,0,-88,0.8458999999999991,55,0.0
23,0,-101,0.8391999999999991,6,0.0
24,0,-117,0.832499999999999,54,0.0
25,0,-98,0.825799999999999,9,0.0
26,0,-101,0.8190999999999989,2,0.0
27,1,-80,0.8123999999999989,120,0.0
28,2,-79,0.8056999999999989,72,0.0
29,0,-108,0.7989999999999988,15,0.0
30,0,-103,0.7922999999999988,28,0.0
31,0,-100,0.7855999999999987,1,0.0
32,0,-103,0.7788999999999987,18,0.0
33,0,-107,0.7721999999999987,10,0.0
34,0,-115,0.7654999999999986,50,0.0
35,0,-108,0.7587999999999986,19,0.0
36,0,-98,0.7520999999999985,9,0.0
37,0,-101,0.7453999999999985,8,0.0
38,0,-100,0.7386999999999985,25,0.0
39,0,-98,0.7319999999999984,19,0.0
40,0,-104,0.7252999999999984,37,0.0
41,0,-113,0.7185999999999984,28,8.34026599752492
42,0,-101,0.7118999999999983,10,84.72988544810902
43,0,-83,0.7051999999999983,48,98.49545879753269
44,0,-109,0.6984999999999982,12,90.38441878098708
45,1,-78,0.6917999999999982,42,98.35948491650959
46,1,-101,0.6850999999999982,67,96.5108549454633
47,0,-113,0.6783999999999981,50,92.13195613786286
48,0,-105,0.6716999999999981,14,87.34624582926432
49,0,-100,0.664999999999998,59,92.83013687133788
50,0,-96,0.658299999999998,11,91.02840169270833
51,0,-99,0.651599999999998,88,90.19130989674771
52,0,-105,0.6448999999999979,20,84.40946851457868
53,0,-100,0.6381999999999979,7,74.08051490783691
54,1,-79,0.6314999999999978,53,91.14323580706561
55,0,-98,0.6247999999999978,21,88.40866869146174
56,0,-112,0.6180999999999978,17,81.16252305772569
57,3,-39,0.6113999999999977,159,86.97195913791657
58,0,-83,0.6046999999999977,112,79.52003384480435
59,0,-106,0.5979999999999976,13,77.18221909659249
60,0,-100,0.5912999999999976,31,84.50947535037994
61,0,-109,0.5845999999999976,12,70.16838015042819
62,0,-103,0.5778999999999975,4,65.60369873046875
63,0,-92,0.5711999999999975,97,79.83925772686393
64,1,-86,0.5644999999999974,20,76.94695554460797
65,2,-57,0.5577999999999974,50,79.91656135110294
66,0,-91,0.5510999999999974,30,79.56980920607045
67,0,-114,0.5443999999999973,21,74.77038418162952
68,1,-74,0.5376999999999973,24,78.16350173950195
69,0,-98,0.5309999999999973,37,78.31844058789704
70,0,-107,0.5242999999999972,42,77.85137132156727
71,0,-99,0.5175999999999972,26,82.67824794628002
72,0,-97,0.5108999999999971,74,73.89418869018554
73,0,-103,0.5041999999999971,4,58.880601501464845
74,2,-73,0.4974999999999971,68,76.20485759126967
75,1,-88,0.4907999999999971,48,76.4414838674117
76,2,-71,0.48409999999999714,26,75.07481228863752
77,1,-74,0.47739999999999716,36,70.73337359041781
78,0,-102,0.4706999999999972,3,59.16162395477295
79,4,-9,0.4639999999999972,190,74.38630274827568
80,1,-92,0.4572999999999972,24,71.92025680541992
81,2,-49,0.4505999999999972,50,75.0592149472704
82,1,-67,0.44389999999999724,37,75.46014123213918
83,0,-103,0.43719999999999726,6,62.88230460030692
84,2,-55,0.4304999999999973,98,74.77506668399079
85,2,-80,0.4237999999999973,69,71.1546591077532
86,0,-111,0.4170999999999973,44,66.18792758517795
87,1,-77,0.4103999999999973,69,67.47820826939174
88,2,-47,0.40369999999999734,84,69.21555813060087
89,1,-76,0.39699999999999736,46,67.25597811759786
90,0,-102,0.39029999999999737,3,53.2523136138916
91,1,-86,0.3835999999999974,18,65.71040002923263
92,2,-58,0.3768999999999974,51,69.21023295475887
93,0,-100,0.3701999999999974,1,50.770904541015625
94,1,-83,0.36349999999999744,15,67.79343771934509
95,0,-106,0.35679999999999745,9,66.83764915466308
96,1,-75,0.35009999999999747,33,68.8471622467041
97,0,-94,0.3433999999999975,77,72.45456142914601
98,2,-81,0.3366999999999975,16,65.0189852995031
99,0,-102,0.3299999999999975,5,64.61058044433594
100,1,-69,0.32329999999999753,63,67.11355370283127
101,1,-95,0.31659999999999755,87,67.54503367163919
102,2,-47,0.30989999999999757,70,69.21284828723317
103,1,-89,0.3031999999999976,75,66.79353076533268
104,3,-52,0.2964999999999976,72,69.28179952543076
105,0,-110,0.2897999999999976,11,69.01864274342854
106,3,-39,0.28309999999999763,55,69.27455922535488
107,0,-103,0.27639999999999765,4,61.09665069580078
108,1,-92,0.26969999999999766,54,70.56433008367365
109,3,-40,0.2629999999999977,58,68.07055903289277
110,0,-88,0.2562999999999977,61,63.920747787721695
