game,score,mean_reward,eps,time,loss
0,0,-102,0.9933,7,0.0
1,0,-110,0.9865999999999999,41,0.0
2,0,-100,0.9798999999999999,1,0.0
3,0,-101,0.9731999999999998,2,0.0
4,0,-86,0.9664999999999998,49,0.0
5,0,-110,0.9597999999999998,119,0.0
6,0,-100,0.9530999999999997,9,0.0
7,1,-98,0.9463999999999997,76,0.0
8,0,-101,0.9396999999999996,2,0.0
9,0,-110,0.9329999999999996,15,0.0
10,0,-101,0.9262999999999996,34,0.0
11,0,-102,0.9195999999999995,3,0.0
12,0,-100,0.9128999999999995,1,0.0
13,0,-101,0.9061999999999995,26,0.0
14,0,-102,0.8994999999999994,25,0.0
15,0,-104,0.8927999999999994,35,0.0
16,0,-104,0.8860999999999993,9,0.0
17,1,-98,0.8793999999999993,56,0.0
18,0,-104,0.8726999999999993,7,0.0
19,0,-112,0.8659999999999992,35,0.0
20,0,-103,0.8592999999999992,4,0.0
21,0,-103,0.8525999999999991,20,0.0
22,0,-113,0.8458999999999991,78,0.0
23,0,-99,0.8391999999999991,4,0.0
24,0,-101,0.832499999999999,2,0.0
25,0,-101,0.825799999999999,34,0.0
26,0,-112,0.8190999999999989,21,0.0
27,0,-81,0.8123999999999989,50,0.0
28,0,-103,0.8056999999999989,4,0.0
29,0,-107,0.7989999999999988,26,0.0
30,0,-97,0.7922999999999988,70,0.0
31,0,-108,0.7855999999999987,11,0.0
32,0,-106,0.7788999999999987,11,0.0
33,0,-108,0.7721999999999987,39,0.0
34,0,-101,0.7654999999999986,8,0.0
35,0,-105,0.7587999999999986,24,0.0
36,0,-113,0.7520999999999985,24,0.0
37,0,-104,0.7453999999999985,21,0.0
38,0,-106,0.7386999999999985,7,0.0
39,0,-110,0.7319999999999984,29,54.1402338663737
40,0,-107,0.7252999999999984,18,88.98788733231395
41,0,-105,0.7185999999999984,8,82.11764695909288
42,0,-102,0.7118999999999983,7,79.71460723876953
43,0,-101,0.7051999999999983,66,94.30694181527664
44,0,-106,0.6984999999999982,9,83.85332412719727
45,0,-101,0.6917999999999982,38,92.6515383598132
46,0,-112,0.6850999999999982,33,92.54274940490723
47,0,-101,0.6783999999999981,6,78.51836504255023
48,0,-102,0.6716999999999981,25,93.7392503298246
49,0,-113,0.664999999999998,24,87.086796875
50,0,-101,0.658299999999998,2,80.26261393229167
51,0,-106,0.651599999999998,9,81.91953582763672
52,0,-105,0.6448999999999979,8,92.64822811550565
53,0,-114,0.6381999999999979,15,94.27089214324951
54,0,-100,0.6314999999999978,53,96.29777555112486
55,0,-108,0.6247999999999978,29,94.590003712972
56,0,-101,0.6180999999999978,2,64.25397491455078
57,1,-89,0.6113999999999977,31,96.32071805000305
58,0,-102,0.6046999999999977,5,89.05095036824544
59,0,-99,0.5979999999999976,6,89.46098327636719
60,0,-102,0.5912999999999976,21,99.36279331554066
61,0,-112,0.5845999999999976,33,95.86882108800552
62,0,-109,0.5778999999999975,14,95.00540822347006
63,0,-113,0.5711999999999975,30,98.14813158589024
64,0,-102,0.5644999999999974,23,103.42864990234375
65,0,-109,0.5577999999999974,28,99.0786106504243
66,0,-104,0.5510999999999974,5,82.62220509847005
67,0,-109,0.5443999999999973,24,98.74740905761719
68,0,-105,0.5376999999999973,10,90.58051854913884
69,0,-95,0.5309999999999973,20,101.4934572492327
70,1,-103,0.5242999999999972,53,101.04317728678386
71,0,-110,0.5175999999999972,23,95.65682792663574
72,0,-105,0.5108999999999971,8,97.82139333089192
73,0,-98,0.5041999999999971,11,93.42609214782715
74,0,-105,0.4974999999999971,14,99.74605865478516
75,0,-95,0.4907999999999971,16,104.41960727467256
