0,0,0,-55,1.0,26
1,1,0,-95,1.0,76
2,2,0,-110,1.0,3
3,3,0,-120,0.9983000000000002,39
4,4,0,-150,0.9970000000000003,13
5,5,0,-115,0.9956000000000005,14
6,6,0,-125,0.9946000000000006,10
7,7,0,-10,0.9897000000000011,49
8,8,0,-125,0.9891000000000012,6
9,9,0,-110,0.9876000000000014,15
10,10,0,-130,0.9855000000000016,21
11,11,0,-130,0.9848000000000017,7
12,12,0,-25,0.9748000000000028,100
13,13,0,-110,0.9745000000000028,3
14,14,0,-140,0.973200000000003,13
15,15,0,-145,0.9608000000000043,124
16,16,0,-110,0.9605000000000044,3
17,17,1,-60,0.9579000000000046,26
18,18,0,-155,0.9565000000000048,14
19,19,0,-110,0.9562000000000048,3
20,20,0,-105,0.9560000000000048,2
21,21,0,-105,0.954800000000005,12
22,22,0,-110,0.9523000000000053,25
23,23,0,-105,0.9521000000000053,2
24,24,0,-90,0.9496000000000056,25
25,25,0,-110,0.9493000000000056,3
26,26,0,-100,0.9442000000000061,51
27,27,0,-145,0.9412000000000065,30
28,28,0,-120,0.9403000000000066,9
29,29,0,-90,0.9380000000000068,23
30,30,0,-185,0.9230000000000085,150
31,31,0,-150,0.918100000000009,49
32,32,0,-115,0.9159000000000093,22
33,33,0,-90,0.9128000000000096,31
34,34,0,-185,0.8934000000000117,194
35,35,0,-110,0.8931000000000118,3
36,36,0,-60,0.8882000000000123,49
37,37,0,-115,0.8878000000000124,4
38,38,0,-110,0.8875000000000124,3
39,39,0,-160,0.8796000000000133,79
40,40,0,-100,0.8795000000000133,1
41,41,0,-155,0.8723000000000141,72
42,42,0,-105,0.8679000000000145,44
43,43,0,-195,0.8631000000000151,48
44,44,0,-100,0.8592000000000155,39
45,45,1,-75,0.8577000000000157,15
46,46,0,-110,0.8524000000000163,53
47,47,0,-120,0.8519000000000163,5
48,48,0,-145,0.8497000000000166,22
49,49,0,-90,0.8476000000000168,21
50,50,0,-155,0.8462000000000169,14
51,51,0,-125,0.845400000000017,8
52,52,0,-150,0.8343000000000182,111
53,53,1,-30,0.8309000000000186,34
54,54,0,-135,0.8295000000000188,14
55,55,0,-125,0.8269000000000191,26
56,56,0,-170,0.8172000000000201,97
57,57,1,-20,0.8126000000000206,46
58,58,1,-35,0.8059000000000214,67
59,59,0,-130,0.8048000000000215,11
60,60,0,-145,0.7986000000000222,62
61,61,0,-110,0.7983000000000222,3
62,62,0,-180,0.7924000000000229,59
63,63,0,-135,0.7854000000000236,70
64,64,0,-135,0.782400000000024,30
65,65,0,-150,0.7801000000000242,23
66,66,1,-75,0.764400000000026,157
67,67,0,-125,0.7622000000000262,22
68,68,0,-125,0.7586000000000266,36
69,69,0,-120,0.745900000000028,127
70,70,1,-15,0.7396000000000287,63
71,71,0,-145,0.7372000000000289,24
72,72,0,-105,0.7326000000000294,46
73,73,0,-150,0.7311000000000296,15
74,74,0,-115,0.7263000000000301,48
75,75,0,-160,0.7244000000000304,19
76,76,0,-190,0.7223000000000306,21
77,77,0,-90,0.719000000000031,33
78,78,0,-120,0.718500000000031,5
79,79,0,-145,0.7171000000000312,14
80,80,1,-80,0.7125000000000317,46
81,81,0,-105,0.7077000000000322,48
82,82,0,-130,0.7046000000000325,31
83,83,0,-80,0.7019000000000328,27
84,84,0,-150,0.700000000000033,19
85,85,0,-120,0.6991000000000331,9
86,86,0,-165,0.6969000000000334,22
87,87,0,-125,0.6959000000000335,10
88,88,0,-125,0.6951000000000336,8
89,89,0,-115,0.6939000000000337,12
90,90,0,-140,0.691200000000034,27
91,91,0,-100,0.6883000000000343,29
92,92,0,-140,0.6864000000000345,19
93,93,0,-110,0.6861000000000346,3
94,94,0,-70,0.6846000000000347,15
95,95,0,-155,0.682600000000035,20
96,96,1,-60,0.681800000000035,8
97,97,0,-145,0.6784000000000354,34
98,98,1,-20,0.6760000000000357,24
99,99,0,-110,0.6757000000000357,3
100,100,0,-100,0.6756000000000357,1
101,101,0,-135,0.6748000000000358,8
102,102,0,-90,0.673300000000036,15
103,103,0,-155,0.6709000000000362,24
104,104,0,-115,0.6673000000000366,36
105,105,0,-100,0.663600000000037,37
106,106,0,-115,0.6604000000000374,32
107,107,0,-170,0.6567000000000378,37
108,108,0,-100,0.6558000000000379,9
109,109,1,15,0.6481000000000388,77
110,110,0,-90,0.6414000000000395,67
111,111,0,-140,0.6399000000000397,15
112,112,0,-140,0.6356000000000401,43
113,113,0,-160,0.6339000000000403,17
114,114,0,-95,0.6333000000000404,6
115,115,0,-135,0.6323000000000405,10
116,116,1,-55,0.6272000000000411,51
117,117,0,-115,0.6258000000000412,14
