State,right,left,up,down
0.0,29.547634817162248,20.210256486377148,152.01488705234482,26.281884207949314
1.0,27.195463295944823,28.06623112720398,24.50719909522962,179.7010376116611
2.0,154.5373462684641,72.93465979484463,18.728087510450877,25.818413310909506
3.0,59.028288115522,148.58379762498976,25.112446746154898,39.363740969172134
4.0,33.36596847146396,62.00728578342662,103.85286182276185,40.3165835689909
5.0,98.42133854542826,37.327974124259796,44.722969293810216,38.418985326840186
6.0,38.727497174969294,91.19403713829341,48.55397130503808,50.37406644461383
7.0,111.9265327032176,39.82793268609621,45.57286982576565,56.74884431680853
8.0,-41.66140915016672,-41.66140915016672,-41.66140915016672,-41.66140915016672
9.0,-23.42795,-23.42795,-23.42795,-20.846773577261246
10.0,-28.4766395,-28.4766395,-28.4766395,-28.4766395
11.0,-17.195,-17.195,-13.55,-13.55
12.0,-49.55904183343864,-49.56360182159562,-48.878389972662625,-49.58369794046597
13.0,-42.07803309400474,-49.98150057574825,-49.98165568863017,-49.98150057574825
14.0,-47.09251314984801,-47.0353713588243,-46.80510836978081,-46.769459055386676
15.0,-49.93449897456813,-49.93366708107483,-49.93449897456813,-49.929837967686304
16.0,0.0,74.07075577122994,0.0,0.0
17.0,-5.0,88.12745607892738,0.0,0.0
18.0,-5.0,45.70158605178486,-5.0,-5.0
19.0,-5.0,168.2387690265751,0.0,0.0
20.0,-4.559902580195767,123.75098783356879,0.0,0.0
21.0,-1.0,64.30045446946274,0.0,0.0
22.0,-5.0,74.38023175116571,0.0,0.0
23.0,-5.0,58.43121982306647,0.0,0.0
24.0,44.79188041340866,0.0,0.0,0.0
25.0,56.505552283143246,-5.0,-5.0,-5.0
26.0,148.40751699379567,0.0,0.0,0.0
27.0,17.75000827362843,-7.821594999999999,-9.5,-9.5
28.0,57.49089853371813,0.0,0.0,0.0
29.0,74.12532561372326,0.0,0.0,-5.0
30.0,56.370548578509485,-4.3549920734990115,-5.0,-5.0
31.0,52.390866686938615,0.0,0.0,0.0
32.0,-5.0,-5.0,155.03667955919326,0.0
33.0,-5.0,-5.0,100.9466276676895,0.0
34.0,-5.0,-5.0,33.43354952480874,-3.8110940324362472
35.0,-5.0,-5.0,34.898829282910995,0.0
36.0,-5.0,-1.186481995562816,128.6752330580102,0.0
37.0,-0.6781783332247624,-5.0,59.640399846668124,0.0
38.0,-5.0,-5.0,62.54991087103979,-5.0
39.0,-5.0,-5.0,61.3697353653322,-5.0
40.0,-5.0,-5.0,-5.0,48.3906689934407
41.0,-5.0,-5.0,-5.0,143.3315987299945
42.0,-5.0,-5.0,-1.4285880858512416,61.579551671305175
43.0,-5.0,-5.0,-5.0,74.06966985077945
44.0,-5.0,-2.2442247265422925,-5.0,85.47718975249468
45.0,-3.4116573162921675,-5.0,-5.0,50.37572672189938
46.0,-5.0,-5.0,-5.0,116.66258297387449
47.0,-0.14332495561623768,-5.0,-5.0,86.71678053890734
48.0,-0.6350539583809545,19.121248096864818,0.0,-5.0
49.0,94.42988376247627,-1.0,-5.0,-9.5
50.0,149.51283685686025,0.0,0.0,0.0
51.0,-0.3703706927908022,161.3227175117909,0.0,0.0
52.0,-2.139681446339369,129.46765575089165,-9.5,-5.0
53.0,106.77856930061407,1.0313907222242231,-5.0,-5.0
54.0,-1.0,71.19472992832033,0.0,-17.195
55.0,17.26590364987214,0.0,-5.0,-9.5
56.0,-0.9698818585905108,54.942695259890954,0.0,0.0
57.0,0.4182164945858176,0.23101734191242185,-5.0,139.54072362495984
58.0,-0.9428542706672616,-1.0,-5.0,60.68522946795047
59.0,0.0,146.4126816985341,-0.24526278342233446,0.0
60.0,-5.0,102.75537114404302,-5.0,0.4293048210061399
61.0,-0.16362958775530456,-1.0,-0.08276198039633265,64.14831243560842
62.0,0.0,5.892035289997221,-12.44229313832954,132.72205196681057
63.0,-5.0,64.75128733976213,-1.75312761538837,0.0
64.0,49.89578375066934,0.0,0.0,0.0
65.0,68.84830944028799,0.0,-3.260693100375868,0.0
66.0,125.48946575066844,-5.9,-0.7800362617084695,0.0
67.0,-1.0146767064310678,-5.0,30.605106702573533,0.0
68.0,56.005265633111755,-0.8583917220736593,0.0,0.0
69.0,0.0,0.0,0.0,79.23174561933926
70.0,1.4024979695204545,0.0,0.0,99.05686501001946
71.0,101.36871776789,3.560303740648401,-19.873351287680766,9.27134283723001
72.0,7.209046286409794,3.4165002542830964,153.63635089973394,-5.9
73.0,0.0,98.1050207600148,0.0,0.0
74.0,-0.8358362558505524,-0.39961100525790216,54.48616841494267,0.0
75.0,-4.650182421228493,165.58507817226578,0.0,0.0
76.0,2.870078574632712,3.308782657659864,138.14724257220726,-7.416213092591917
77.0,-4.689461731820873,3.76148560312257,102.28457238597188,0.0
78.0,-1.0,96.3939559645053,0.0,-1.0
79.0,-1.9897550664962755,67.56662745122713,0.0,0.0
80.0,3.8830714682290384,-2.6303149777557464,145.1539293435931,0.0
81.0,88.19277013762532,-1.0,0.0,0.0
82.0,164.5309095646438,5.7881575187078,0.0,1.0617874872304067
83.0,-0.9269915225900752,-4.1,-1.0,27.845342798518736
84.0,0.0,-0.3463285007457573,116.05440124213291,-5.0
85.0,128.54673929758354,12.041596508667345,4.374969762695207,-13.07808436267123
86.0,47.07205190026774,-1.0801217927880715,-1.0,-1.0
87.0,109.31882121659828,-1.0,2.152116330510455,2.079892239643526
88.0,-5.0,-5.0,150.30550480737807,0.0
89.0,-5.0,-5.0,-0.8922556593966928,94.46179285194238
90.0,-5.0,0.0,55.90116921279436,0.0
91.0,-1.5683331773994849,-5.0,38.378614952017806,0.0
92.0,-9.5,-5.0,82.43621247565738,0.0
93.0,0.0,-5.0,62.89808071660242,0.0
94.0,-13.55,-5.0,-0.2597398112009912,78.53331394994106
95.0,-5.0,-13.55,-1.0,98.07700356887447
96.0,0.491803869243653,66.0113679316314,-4.7934413400175,-1.7762965103733923
97.0,37.63610289259333,23.784431854185588,87.90596713440878,161.24228025282247
98.0,158.31071892862184,-1.8485688436005356,6.6454088018630495,-1.0
99.0,-3.536487365241419,171.6581954451428,3.6824074387274552,-2.170689658791875
100.0,5.2330439978652254,120.68494425715558,7.520174616474384,8.705760137703756
101.0,101.3996607271456,12.262176719182268,8.317480736992541,2.682501081722453
102.0,18.31644010421312,110.15993692926594,7.273027700211074,30.606116532122087
103.0,111.08595188909383,10.343085274894877,46.85793219588256,42.077339376856884
104.0,23.43220518058857,17.521306581282488,149.2130080476276,76.28889043027519
105.0,6.770332739441174,83.25551323361717,6.621223552767859,9.45975295234069
106.0,172.84860596363356,3.043094266316696,6.369390987685809,-11.176329927513391
107.0,-2.814483764210391,165.62729231372384,5.866689820097197,2.128328006455169
108.0,23.823901237383968,129.67932623000874,35.12950206158938,15.719178982516635
109.0,126.60145747295184,15.833613206010167,30.912334842567102,43.162593598869286
110.0,1.6533830070382212,81.38020406788796,2.6606836734171013,8.265716851533108
111.0,101.53743371840285,-2.2044768567799378,-1.889967388898623,-0.07850741532005745
112.0,2.426673659056497,11.274771807053199,149.48841181662314,-2.083276700244608
113.0,-1.7442685436543115,3.217052502253748,11.871412522652472,121.14924242184522
114.0,0.0,-1.0,65.95359072692489,0.634952548141537
115.0,161.1918390681385,44.85946337241357,12.790241989027706,3.2991353032628927
116.0,25.444328251237355,30.74437751113813,133.78175873996224,20.9424969885447
117.0,13.89981878439277,10.592670523441182,112.75237941225265,4.896563812244695
118.0,47.893962609759704,101.87490952551519,19.70035370273748,44.912559607353
119.0,7.080079883926784,12.007764650888411,2.116095551725909,86.33610249823535
120.0,4.251934357214004,2.683272277486912,146.312781850051,-4.900289963103028
121.0,12.17722442593938,10.840468774956467,-2.9930555426103216,121.93899884053496
122.0,170.41506360294048,44.717560837822994,4.743713189943311,15.16115235929281
123.0,-2.6938285967806817,-2.743321246617876,-0.7781294303635098,32.5261755546963
124.0,1.2685008889977785,3.7446321796102784,93.29584167543655,0.2939901812987491
125.0,41.68852879471606,46.25833599513959,120.59893364194,19.479856014371084
126.0,4.35949779479621,2.0089971881247966,5.846999796265418,66.93898892855077
127.0,32.16141585360376,34.002806033202965,7.504479003889599,111.82024383031323
